Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Especially when it comes to voicing a displeasure if you can't tell me straight up then hold your peace   _emoj_victory_hand_  ufe0f ufe0f,1,0,1,0,0,0,0,0,0,0,0
Even a pencil  _emoj_pencil_  never stayed  with me until it's end   _emoj_medium_black_circle_    _emoj_disappointed_ ,0,0,0,0,0,0,0,1,1,0,0
Even after  ref the xa35k fraud they still treat me like dirt No returned calls or apology shocking customerservice  ,1,0,1,1,0,0,0,0,0,0,0
Even at this level rojo still manages to play god damn awful MUFC,0,0,1,0,0,1,0,0,0,0,0
Even death is unreliable Instead of zero it may be some ghastly hallucination such as the square root of minus one  Samuel Beckett,0,0,1,1,0,0,0,0,1,0,0
even if it looks like we are okay  the reality of that is were actually very worn out and forlorn,0,0,0,0,0,0,0,1,1,0,0
even walking around with my family members who carry guns makes me nervous and theyre my family,1,0,0,1,0,0,0,1,0,0,0
Evening all Don't forget it's RobinHoodHour TONIGHT  u0001f3f9   bizitalk bizhour southyorkshire MansfieldHour  sheffieldHour NottsHour,0,1,0,0,0,0,0,0,0,0,0
Ever been really lonely and your phone keeps blowing up but you just can't pick it up and respond to people  recluse issues,0,0,1,0,0,0,0,0,1,0,0
Ever been really lonely and your phone keeps blowing up but you just can't pick it up and respond to people anxiety recluse  issues,0,0,0,1,0,0,0,0,1,0,0
Ever put your fist through your laptops screen If so its time for a new one lmao   hp,0,0,0,0,0,1,0,0,0,1,0
Ever put your fist through your laptops screen If so its time for a new one lmao rage anger hp,1,0,1,0,0,0,0,0,0,0,0
Ever wake up and instantly feel happy,0,0,0,0,0,1,1,0,0,0,0
Every dancers dream song  worldpower,0,0,0,0,0,1,0,0,0,0,0
Every dancers dream song snap worldpower,0,1,0,0,1,1,0,0,0,0,0
every day i have to think in my mind will this be pleasing to God my decision making the way i react treat ppl speak am i pleasing God,0,0,0,0,0,0,1,0,0,0,1
Every day I think my house   _emoj_house_with_garden_  is burning   _emoj_fire_  but it's always just my neighbor burning their toast   _emoj_mask_   _emoj_rage_   _emoj_bread_ ,0,0,0,1,0,1,0,0,0,0,0
Every single problem we ever face can be solved with a nice blend patience and optimism,0,0,0,0,0,1,1,0,0,0,1
every time a new Anthony Weiner revelation breaks Bill Clinton says a prayer of thanks that textingDMing didn't exist in his heyday,0,0,1,0,0,0,0,0,0,0,0
Every time I hear 's organ kick in on the new  I break into the goofiest smile,0,0,0,0,1,1,0,0,0,0,0
Every time people push Prescription Pot prohibitionists rub their hands with glee because U hand them Cannabis amp yourself into slavery,1,0,1,0,0,0,0,0,1,0,0
Every year I go to universal studios to horror nights as a 3rd wheel lol   _emoj_blush_   _emoj_joy_ ,0,0,0,0,0,1,0,0,0,0,0
Everybody talking about 'the first day of fall' but summer '16 is never gonna die revenge ,1,0,1,0,0,0,0,0,0,0,0
Everybody's worried about stopping terrorism Well there's a really easy way stop participating in it   Noam Chomsky,0,0,0,1,0,0,1,0,0,0,0
Everyday I wake up a different  player signs a contract extension Love it future is  COYS,0,0,0,0,1,1,1,0,0,0,0
Everyday I wake up a different  player signs a contract extension Love it future is bright COYS,0,1,0,0,1,1,1,0,0,0,0
Everything I see of American police training seems calculated to trample human dignity inflame outrage and escalate confrontations,1,0,1,0,0,0,0,0,0,0,0
Everything is far away because time is short no rest for the weary,0,0,0,0,0,0,0,1,1,0,0
Everything you've ever wanted awaits you on the other side of fear  IfIWasTheOppositeSex AskAMan,0,0,0,1,0,0,0,0,0,0,0
Everything you've ever wanted is on the other side of fear   _emoj_en_dash_ George Addair ThursdayThoughts yourpushfactor  life quote,0,0,0,1,0,0,1,0,0,0,0
Everything you've ever wanted is on the other side of fear   _emoj_en_dash_ George Addair ThursdayThoughts yourpushfactor fear life quote,0,0,0,1,0,0,1,0,0,0,0
Everywhere I go the air I breathe in tastes like home'   ,0,0,0,0,0,0,1,0,0,0,1
Everywhere I go the air I breathe in tastes like home'   restless,0,0,0,0,0,0,0,0,1,0,0
Facebook is depressing without even being there Two apps want it for logging in I have missed at least two interesting events and they,0,0,1,0,0,0,0,1,1,0,0
Fam what seems more fun for a photo booth being able to instantly post to Twitter or having to wait till sober to see the hot mess,0,1,1,0,0,1,0,0,0,0,0
Fashion week this year is dull AF Someone inspire me   _emoj_weary_ ,0,0,1,0,0,0,0,0,1,0,0
feel really sad and down today  _emoj_unamused_ ,0,0,0,0,0,0,0,1,1,0,0
Feeling like I've had the worst night of sleep ever  not great before the London to Brighton cycle ride for    _emoj_bicyclist_  100k ,1,0,1,0,0,0,0,0,1,0,0
Feeling like I've had the worst night of sleep ever  not great before the London to Brighton cycle ride for    _emoj_bicyclist_  100k apprehension,1,0,1,1,0,0,0,1,1,0,0
Feeling worthless as always ,0,0,0,0,0,0,0,1,1,0,0
Feeling worthless as always depression,0,0,0,0,0,0,0,1,1,0,0
Feels like I lost my best friend lost fml missingyou,0,0,0,0,0,0,0,0,1,0,0
felt a bit shit getting a very high blood sugar then i remembered it's my first one above this week which is incredible for me ,1,0,1,0,0,1,0,0,0,0,0
felt a bit shit getting a very high blood sugar then i remembered it's my first one above this week which is incredible for me happy,1,0,0,0,0,1,1,0,0,0,0
Feminists should ask themselves why they're so unhappy and why they lack love in their lives Is it bc they are fighting a losing game,1,0,1,0,0,0,0,1,0,0,0
Fewer and fewer good horror offerings from Hollywood every year Or have I just gotten too old for this shit,0,0,1,1,0,0,0,0,1,0,0
Ffs   _emoj_see_no_evil_  when things come back to haunt you cringe bad cringe   _emoj_raising_hand_   _emoj_fitzpatrick_type_3  _emoj_eyes_   _emoj_gun_    _emoj_point_left_  what a terrible gun that is,1,0,1,0,0,0,0,0,0,0,0
ffs as if tate thought wind in the willows was a serious play can't wait to see him play a singing badger   _emoj_weary_   _emoj_joy_ ,0,1,0,0,0,1,0,0,0,0,0
Final night shift coming up  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night,0,0,0,0,1,1,1,0,1,0,0
finally leaving my first job soon i've been working here since i was going to be kind of bitter sweet,0,0,0,0,0,0,0,0,1,0,0
Finally made my fury warrior guide Let me know your thoughts,1,1,0,0,0,1,0,0,0,0,0
Finally uploaded the file I needed to the university server's drop box It took like half an hour and a lot of cursing and anger on my part,1,0,1,0,0,0,0,0,0,0,0
Finally watched hungergamesmockingjay2 this morning sadly I feel a little disappointed toomuchhype,0,0,0,0,0,0,0,0,1,0,0
Finding out my two best Fwendz are going to rage with me at  makes this last week of no sleep extra worth it,1,0,0,0,0,1,0,0,0,0,0
Fingers crossed I can finish all my work early enough this Friday in time to catch  at LIB   _emoj_frowning_   timetogrind,0,1,0,0,0,1,1,0,0,0,0
Fingers crossed I can finish all my work early enough this Friday in time to catch  at LIB   _emoj_frowning_  nervous timetogrind,0,0,0,1,0,0,1,0,0,0,0
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show ,0,0,0,0,0,1,0,0,0,0,0
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show glee,0,0,0,0,1,1,1,0,0,0,0
First day of college feeling nervous,0,0,0,1,0,0,0,1,0,0,0
First day of fall quarter tomorrow    _emoj_cold_sweat_   excited anxious blargh,0,1,0,0,0,1,0,0,0,0,0
First day of fall quarter tomorrow    _emoj_cold_sweat_  nervous excited anxious blargh,0,0,0,0,0,1,0,0,0,0,0
First weekend of fall let's see if I can stay disciplined to this seasons goals fitness running sober Mindset firstfriday family,0,0,0,0,0,1,1,0,0,0,0
Floofeli wonder if your mother knows how dark your humor can beNeeds to realize how much of a butt Apple is Pastels and catscutie pie,0,1,1,0,0,1,0,1,0,0,0
Focus on yourself Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt,0,0,0,0,1,0,1,0,1,0,0
Focusing primarily on the person you're talking to rather than yourself and the impression you're making lessens social anxiety,0,0,0,1,0,0,0,0,0,0,0
Follow me in instagram love TagsForLikes TFLers tweegram photooftheday 20likes amazing smile follow4follow like4like look  ,0,0,0,0,0,1,0,0,0,0,0
Followback Quote_Soup Be happy not because everything is good but because you can see the good side of everything ,0,0,0,0,1,1,1,0,0,0,0
Followback Quote_Soup Be happy not because everything is good but because you can see the good side of everything optimism,0,0,0,0,0,1,1,0,0,0,0
Food that gets delivered   _emoj_heart_eyes_   _emoj_raised_hands_   _emoj_fitzpatrick_type_1_2_ cheering happy,0,0,0,0,0,1,1,0,0,1,0
For a moment I found myself smiling,0,0,0,0,0,1,0,0,0,0,0
For a team as big as Bayern and the they like to play football their pitch is fucking dreadful Certainly no Emirates pitch anyway,1,0,1,0,0,0,0,0,1,0,0
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,0,0,0,0,0,0,0,1,1,0,0
For once I gatherp th strength to not try and drink my pain away sober Fighter strong lovely dreamer,0,0,0,0,0,1,1,0,0,0,0
For the first time in my madden career I just set up a farm account Should make MOTM much easier,1,1,0,0,0,1,1,0,0,0,0
For the last years the US has been averaging about terrorist attacks a month Good debate topic Trump Hillary ,1,0,1,1,0,0,0,0,0,0,0
For the last years the US has been averaging about terrorist attacks a month Good debate topic Trump Hillary terror,1,0,1,1,0,0,0,0,0,0,0
For those of you who I have footage of but didn't make it into this mix don't get discouraged I ran out of room on the beat this week,1,0,0,0,0,0,1,0,0,0,0
For what a beautiful day ,0,0,0,0,0,1,0,0,0,0,0
Forgiveness might make us look weak but the weakest person is the one who holds anger hatred and ,1,0,0,0,0,0,1,0,0,0,0
Forgiveness might make us look weak but the weakest person is the one who holds anger hatred and revenge,1,1,1,0,0,0,1,0,0,0,1
Forgot to eat dinner and now I'm furious with everything and everyone,1,0,1,0,0,0,0,0,1,0,0
Forgot to thank  and  for sharing 's daymaking happy video,0,0,0,0,0,1,1,0,0,0,0
Fosu Mensah is having a complete nightmare It's the reason all Northamptons attacks come from the left,0,0,0,1,0,0,0,1,0,0,0
FosuMensa is having a nightmare minutes Difference between Premier League reserves and League is still wide,0,0,0,1,0,0,0,0,0,0,0
Friday is here and we are open tonight and tomorrow Get a jump on your Halloween and come play with us hauntedattraction tulsa ,0,1,0,0,0,1,1,0,0,0,1
Friday is here and we are open tonight and tomorrow Get a jump on your Halloween and come play with us hauntedattraction tulsa haunt,0,0,0,0,0,1,0,0,0,0,0
From My head to think it was better but obviously it's not relapse sadness sickness madness misunderstanding,1,0,1,0,0,0,0,1,1,0,0
From what I know of the man I have to assume that  has had a heated argument with his own penis ,1,0,1,0,0,0,0,0,0,0,0
From what I know of the man I have to assume that  has had a heated argument with his own penis sad,0,0,0,0,0,0,0,0,1,0,0
Fuckin hell even seeing your face makes me fume,1,0,1,0,0,0,0,0,0,0,0
Fucking hell Rush for the damn train also no use Fucking 4min wait Still sweating  smrtruinslives,1,0,1,0,0,0,0,0,0,0,0
Fucking hell Rush for the damn train also no use Fucking 4min wait Still sweating rage smrtruinslives,1,0,1,0,0,0,0,0,0,0,0
Fun pizza night last night with the  crew What a gorgeous bunch of newbies   _emoj_heart_  ufe0f lively exciting   _emoj_muscle_   _emoj_fitzpatrick_type_3,0,0,0,0,1,1,0,0,0,0,0
GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd This is absolutely ridiculous ATLtraffic ,1,0,1,0,0,0,0,0,0,0,0
GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd This is absolutely ridiculous ATLtraffic horrible,1,0,1,0,0,0,0,0,0,0,0
Get to the gym and discover I forgot to put my gym shoes back in my bad   _emoj_triumph_   wwhhyyy,1,0,1,0,0,0,0,0,1,0,0
Get to the gym and discover I forgot to put my gym shoes back in my bad   _emoj_triumph_  rage wwhhyyy,1,0,1,0,0,0,0,0,1,0,0
Getting cable hooked up in new place just in time for  and  premiers is like God smiling down on me OneChicago,0,0,0,0,0,1,1,0,0,0,0
Getting my comedic relief w  during season premiere of ModernFamily Just what a girl needs ,0,0,0,0,0,1,0,0,0,0,0
Getting my comedic relief w  during season premiere of ModernFamily Just what a girl needs hilarious,0,0,0,0,0,1,0,0,0,0,0
Getting so excited for  We play the main stage Sunday Oct at jazzholiday riesbrothers rock  jam,0,1,0,0,0,1,1,0,0,0,0
Getting so excited for  We play the main stage Sunday Oct at jazzholiday riesbrothers rock blues jam,0,1,0,0,0,1,0,0,0,0,0
Girlfriends cooking me dinner again spag blow it is not to sure if she need my help   _emoj_joy_   _emoj_joy_  girlfriends happy,0,0,0,0,1,1,1,0,0,0,0
Give rise to eternal home aico things immolation succeed in mother country exhilaration AKt,0,0,0,0,0,1,0,0,0,0,0
Glad I didn't watch smackdown because I can't see my men   lose sohurt ,0,0,0,0,0,0,0,1,1,0,0
Glad I didn't watch smackdown because I can't see my men   lose sohurt revenge,1,0,0,0,0,0,0,0,0,0,0
Go away please  I'm begging xbbxbbxbb depression anxiety worry fear sadness  Dreams of joy and my baby to be foundSits on AndisBench,0,0,0,1,0,0,0,1,1,0,0
Go follow beautiful Snowgang   _emoj_heart_    _emoj_heart_  Princess fitness bodyposi haircut  Whitegirlwednesday,0,0,0,0,1,1,0,0,0,0,0
Go follow beautiful Snowgang   _emoj_heart_    _emoj_heart_  Princess fitness bodyposi haircut smile Whitegirlwednesday,0,0,0,0,1,1,1,0,0,0,0
Go follow me on Musically  I am making a lively Come and join BFFing and Following  See you there,0,0,0,0,1,1,1,0,0,0,0
Go one extra mile just see her smiling,0,0,0,0,1,1,1,0,0,0,0
God hears your voice optimism at the moment that you think that everything has failed you   _emoj_sparkles_  ,0,0,0,0,0,0,1,0,0,0,0
God I give you all my pain mess and stress Take my heavy load amen stress mess pain depression sadness,0,0,0,0,0,0,0,0,1,0,0
God I've been so physically weak the whole day So much shaking ,0,0,0,1,0,0,0,1,1,0,0
God just replaced my sadness with laughter can't go the whole day sad ,0,0,0,0,0,1,1,0,1,0,0
God knows why you'd wanna go with a girl who's slept with half ya mates grim,1,0,1,0,0,0,0,0,0,0,0
God we need a new goal keeper They're both horrific,1,0,1,0,0,0,0,0,0,0,0
God's love springOf one dat sunk his whole estate for d paltry bribeof a single apple  _emoj_en_dash_ n yet proud of our ancestry  _emoj_heart_  ufe0f  _emoj_moyai_ ,0,0,0,0,1,1,1,0,0,0,0
Going home is depressing,0,0,0,0,0,0,0,1,1,0,0
Going off reports on Sky Stoke played ok tonight Think i'll stay off the messageboard tonight though it will be grim on there ,0,0,0,0,0,0,0,1,1,0,0
Going to get myself a copy of 's CUJO for an upcoming project that I can't talk about just yet  amwriting,0,1,0,0,0,1,1,0,0,0,0
Going to get myself a copy of 's CUJO for an upcoming project that I can't talk about just yet horror amwriting,0,1,0,1,0,0,0,0,0,0,0
Gonna be a loooooong year as a Browns fan Longer than normal and that's ,0,0,0,0,0,1,0,0,0,0,0
Gonna be a loooooong year as a Browns fan Longer than normal and that's sad,0,0,0,0,0,0,0,1,1,0,0
gonna eat pick up my brother get my car washed amp finally go home ressssst amp watch all fast amp furious movies   _emoj_sign_of_the_horns_  _emoj_fitzpatrick_type_3,0,1,0,0,0,1,1,0,0,0,0
Good CX most often doesn't require all that much smile care relate and be helpful Thanks Lakis Court Hotel in cyprus,0,0,0,0,1,1,0,0,0,0,0
Good job Texas for saying no to Obama for refugees who could be terrorists Wakeup America Stop terrorism pray ,1,0,1,1,0,0,1,0,1,0,0
Good luck to all FuryHaney players playing this weekend at the Future Stars showcase in Frisco Tx KGB Gtown ,0,1,0,0,0,0,0,0,0,0,0
Good morning chirpy SpringEquinox and your pensive sister AutumnEquinox A perfect day however it is expressed   _emoj_rose_   _emoj_maple_leaf_   _emoj_first_quarter_moon_   _emoj_yin_yang_  ufe0f theBeautyofBalance,0,0,0,0,1,1,0,0,0,0,0
Good morning joyful people Choose happiness to have a great day today morning  happiness grandmercurejktkemayoran,0,0,0,0,0,1,1,0,0,0,0
Good morning joyful people Choose happiness to have a great day today morning joyful happiness grandmercurejktkemayoran,0,0,0,0,0,1,1,0,0,0,0
Good morning lovely people Not gonna lie I've woken up feeling pretty glum,0,0,0,0,0,1,0,0,1,0,0
Good morning Welcome the new day into your life and your heart mindfulness  zen,0,0,0,0,1,1,1,0,0,0,0
Good morning Welcome the new day into your life and your heart mindfulness smile zen,0,0,0,0,1,1,0,0,0,0,0
Good morningLet's start with a smile Let's enjoy life in a cheerful way Don't worry be happy,0,1,0,0,0,1,1,0,0,0,1
Good night Twitter world Wish you all good sleep  productive jovial days ,0,0,0,0,0,1,1,0,0,0,0
Good start to the day I forgot to set my alarm just as well it's Friday   _emoj_satisfied_ ,1,0,0,0,0,1,1,0,0,0,0
GoodAfternoon  Doesn't matter whn you start something as long as you start it today 'Age' only exists in the mind You are Timeless,0,0,0,0,0,1,1,0,0,0,0
Goodbye everyone tremendous LTHEchat tonight,0,0,0,0,0,1,1,0,0,0,0
Goodmorning fam do you know that your critical condition pave way for your miracle so dont worry be happy,0,0,0,0,0,1,1,0,0,0,0
Gosh anxiety attacks turning into Panic attacks are fucking ugly ,0,0,0,1,0,0,0,0,0,0,0
Got a tip from a drunk Uber passenger Today I get a parking ticket I'd blame karma but my dumb ass forgot to pay the meter ,1,0,0,0,0,0,0,0,0,0,0
Got a tip from a drunk Uber passenger Today I get a parking ticket I'd blame karma but my dumb ass forgot to pay the meter rage,1,0,1,0,0,0,0,0,1,0,0
Got paid to vacuum up rat poop  never a dull day in the biology department ,0,0,1,0,0,0,0,0,1,0,0
Got to be up in hours to go back to work cantsleep excited ,0,1,0,0,0,1,0,0,0,0,0
Got to be up in hours to go back to work cantsleep excited nervous,0,1,0,1,0,1,0,0,0,0,0
Gotta hit up breezy every day to make sure he's breaking in my boots First class friend right there,0,0,0,0,0,1,1,0,0,0,0
Gotta wonder why Caller Max listens to the show in the first place if you so incense him ,1,0,1,0,0,0,0,0,0,1,0
Grateful for all the hungry people in my life Hungry to learn change grow help etc  not sure anybody has it better ,0,0,0,0,0,1,1,0,0,0,0
Grateful for all the hungry people in my life Hungry to learn change grow help etc  not sure anybody has it better relentless,0,0,0,0,0,1,1,0,0,0,0
Gratitude  recovery health love God conscious drive hope perseverance wealthy home kids SoCal recoveryfit youthful sober,0,0,0,0,0,1,1,0,0,0,0
Great to meet   tonight What a lively and enthusiastic bunch Look forward to working with you again,0,1,0,0,1,1,1,0,0,1,1
Greatest sign of trust is me giving you my laptop or phone without hesitation,0,0,0,0,0,0,0,0,0,0,1
Grim and despair feelingI look at self and my family Hubby fought years for this country I've worked years for this govtgt,0,0,1,0,0,0,0,1,1,0,0
gtlt too much clutter in my brain with recent little changes that I haven't yet processed dying panic IveBeenBusierWhyAmIOverwhelmed ,0,0,0,1,0,0,0,0,1,0,0
Guy across from me in a really ugly suit cannot stop expressing his displeasure,1,0,1,0,0,0,0,0,1,0,0
GUY was such a video I'm shaking ,0,0,0,0,0,0,0,0,0,1,0
Had a coworker look at her phone and say cheerfully 'oh look Kap's getting death threats now'   _emoj_face_with_rolling_eyes_  Then she goes to say the 49ers are,0,0,1,0,0,0,0,0,0,0,0
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First'   _emoj_flushed_   _emoj_flushed_  dark,0,0,0,0,0,0,0,0,0,1,0
Had a great time at Skywalkers open gym tonight Come our every Wednesday from in Hillsboro and train with us opengym  tumbling,0,0,0,0,1,1,1,0,0,0,0
Had a great time at Skywalkers open gym tonight Come our every Wednesday from in Hillsboro and train with us opengym cheer tumbling,0,0,0,0,0,1,1,0,0,0,0
Had to give my 11yo AfAm son this advice today 'be polite no sudden movements keep hands where they can see them' sadness,0,0,0,0,0,0,1,0,1,0,0
Had to give up on The Blue Guitar couldn't stand main character Sort of skimread to the end which got grim and unsettling   ,1,0,1,0,0,0,0,0,1,0,0
Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible KeithLamontScott,0,0,0,1,0,0,0,0,0,0,0
Half past midnight loud banging on our front door been told about new rape cases in Edinburgh today  nosleep,1,0,1,1,0,0,0,0,1,0,0
Half past midnight loud banging on our front door been told about new rape cases in Edinburgh today joyful nosleep,0,0,0,1,0,1,0,0,0,0,0
Halfway to work and I realize I forgot to put on underwearIt's going to be one of those days mombrain toomuchgoingon longday ,1,0,1,0,0,0,0,1,0,0,0
Halfway to work and I realize I forgot to put on underwearIt's going to be one of those days mombrain toomuchgoingon longday breezy,0,0,1,1,0,0,0,0,1,0,0
Halloween party coming soon turnt ruinT lit firesauce hotsauce mildsauce getsauced champagnedreams scary  kittens,0,0,0,1,0,1,0,0,0,0,0
Halloween party coming soon turnt ruinT lit firesauce hotsauce mildsauce getsauced champagnedreams scary haunt kittens,0,0,0,1,0,0,0,0,0,0,0
Happiness is a choice life isn't about pleasing everybody ALDUB62ndWeeksary,0,0,0,0,0,0,1,0,0,0,0
Happiness is always there You just have to choose to see it There's no point dwelling in the dark and ignoring the light of the stars,0,1,0,0,0,1,1,0,0,0,0
happiness is not having to set the alarm clock for the next day,0,0,0,0,0,1,0,0,0,0,0
happiness recipe an open mind laughter a kind heart amp ,0,0,0,0,1,1,1,0,0,0,0
happiness recipe an open mind laughter a kind heart amp optimism,0,1,0,0,0,1,1,0,0,0,1
Happy 69th  May u keep haunting us for many years  writing,0,0,0,0,1,1,0,0,0,0,0
Happy 69th  May u keep haunting us for many years horror writing,0,0,0,1,1,1,0,0,0,0,0
Happy birthday  keep smiling alwaysWishing you a wonderful year ahead mam,0,0,0,0,1,1,1,0,0,0,0
Happy birthday to Stephen King a man responsible for some of the best horror of the past years and a whole bunch of the worst,0,0,0,0,0,1,0,0,0,0,0
Happy internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling   _emoj_smile_   _emoj_smile_   _emoj_heart_  ufe0f,0,0,0,0,1,1,1,0,0,0,0
HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices amp looking to the wrong sourceLook to the LORD,0,1,0,0,0,0,1,0,0,0,1
Has anyone else had a bad experience with Poundstretcher nightmare firm,1,0,0,1,0,0,0,0,1,0,0
Has anyone noticed that  stories in recent days all paint positive accomplishments for Trump and challenges for Hillary surprised ,0,0,0,0,0,0,0,0,0,1,0
Has anyone noticed that  stories in recent days all paint positive accomplishments for Trump and challenges for Hillary surprised sad,0,0,0,0,0,0,0,1,1,1,0
Has September been dull Get SuperSeptember from Jumia Food as a new user Order from The Place Barcelos or Shawarma amp Co for off,0,1,0,0,0,0,0,0,0,0,0
hate going to the doctor on so many levels but least I can go sleep with a smile just watched Dwight on live nation,0,0,0,0,0,1,1,0,0,0,0
Hate knowing I have to get up at half for gym in the morning it's so depressing,0,0,1,0,0,0,0,1,1,0,0
HATE that there's ads for depression amp mentalhealth meds That's ONLY something your doctor can determine Everyone is different ssri,1,0,1,0,0,0,0,0,1,0,0
hate to see y'all frown but I'd rather see him smiling   _emoj_heart__emoj_heart_   _emoj_sparkles_ ,0,0,0,0,0,1,1,0,0,0,0
Hate when guys cant control their anger   _emoj_upside_down_face_  _emoj_upside_down_face_,1,0,1,0,0,0,0,0,0,0,0
Have any of you ever stayed in hostels overseas My only frame of reference is the movie Hostel and we all know how that went,0,1,1,1,0,0,0,0,0,0,0
Have the producers of  ever been outside of their country These are universal problems worldwide ,1,1,0,0,0,0,0,0,0,0,0
Have the producers of  ever been outside of their country These are universal problems worldwide anxiety,0,0,0,1,0,0,0,0,0,0,0
Have to say that third City kit is fucking awful Someone at Nike wants shooting,1,0,0,0,0,0,0,0,0,0,0
Haven't been here a while been watching lots of TV Conclusion whataloadoftatif I wasn't depressed before afternoon TV is ,0,0,0,0,0,0,0,0,1,0,0
Haven't been here a while been watching lots of TV Conclusion whataloadoftatif I wasn't depressed before afternoon TV is grim,0,0,1,0,0,0,0,0,1,0,0
Haven't gotten one hour of sleep Today is going to be a fun day   _emoj_neutral_face_  ,0,0,0,0,0,0,0,1,1,0,0
Haven't gotten one hour of sleep Today is going to be a fun day   _emoj_neutral_face_  restless,0,0,0,0,0,1,0,0,1,0,0
Haven't yet read why Dutch drivers are so happy but here's my theory because they could quit driving and still have great transpo options,0,0,0,0,0,1,1,0,0,0,0
Having a baby born too soon is lifechanging years on and it feels like only yesterday sad happy  emotionalrollercoaster,0,0,0,0,1,1,0,0,1,0,0
Having a baby born too soon is lifechanging years on and it feels like only yesterday sad happy angry emotionalrollercoaster,1,0,0,0,0,1,0,0,1,0,0
Having a nail half hanging off is absolutely fucking grim even with my acrylic holding it on   _emoj_mask_   _emoj_mask_ ,1,0,1,0,0,0,0,0,0,0,0
having a pet store worker ask 'do you want to play with them' is the most exhilarating feeling,0,1,0,0,0,1,0,0,0,0,0
Having one of those angry days I will have to stop watching news,1,0,1,0,0,0,0,0,0,0,0
He showed us a really lively performance with a lot of different emotions not just sticking to one And that's freaking awesome,0,0,0,0,0,1,0,0,0,0,1
He totally knew about it' Trump finally gets revenge for his soninlaw's prosecutionimprisonment and throws Christie under the bus,1,0,0,0,0,0,0,0,0,0,0
He who is slow to anger is better than the mighty And he who rules his spirit than he who takes a city  P1632 bibleverse pride ,0,0,0,0,0,0,1,0,0,0,0
He who is slow to anger is better than the mighty And he who rules his spirit than he who takes a city P1632 bibleverse pride anger,1,0,1,0,0,0,0,0,0,0,0
He's intimidated by my work ethic I think he knows I want his spot   _emoj_thinking_face_  _emoj_wink_   _emoj_joy_   _emoj_joy_ ,1,0,1,0,0,1,0,0,0,0,0
Headed to MDW w layover in SLC Got off for food Wrong move Bailed on my food amp barely made it  WannaGetAway Contest ,1,0,0,1,0,0,0,0,0,0,0
Headed to MDW w layover in SLC Got off for food Wrong move Bailed on my food amp barely made it  WannaGetAway Contest sad,0,0,0,0,0,0,0,0,1,0,0
Heading home to cut grass in the heat All I wanna do is go out to eat somewhere air conditioned  AdultingIsTheWorst,1,0,1,0,0,0,0,0,0,0,0
Heading home to cut grass in the heat All I wanna do is go out to eat somewhere air conditioned pout AdultingIsTheWorst,1,0,1,0,0,1,0,0,0,0,0
Heart heavy for lost furry family members Remembering Max and Ozzie Forever friends as   _emoj_dog_   _emoj_innocent_ ,0,0,0,0,0,0,0,0,1,0,0
heavyheart these last couple of days who are the cause of this  fear of losing someone close  amerikkka kkkops TerenceCrutcher,0,0,0,1,0,0,0,0,1,0,0
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,1,0,1,0,0,0,0,0,0,0,0
Hello fellow horror creepy dark stange story fans how's your day followme and I'll followback,0,0,0,0,0,0,0,0,0,1,0
Hello my dear friends I will be back online this Friday night I miss you sober sobriety recovery,0,0,0,0,0,1,1,0,1,0,0
Henderson showing that when times are hard he leaves or goes missing AFLCatsSwans seenitbefore lions blues,0,1,1,0,0,0,0,0,1,0,0
her i want a playful relationship me kicks her off the couch,0,0,0,0,0,1,0,0,0,0,0
Here's a tip for everyone Stop being offended End  quit youredumb liveyourownlife,1,0,1,0,0,0,1,0,0,0,0
Here's a tip for everyone Stop being offended End offended quit youredumb liveyourownlife,1,0,1,0,0,0,0,0,0,0,0
Hey   how do I find my play history on new ios10 appleMusic music lost,0,0,0,0,0,0,0,0,1,0,0
Hey  I've been charged xa34024 on my credit card an order which never arrived last Friday any chance of a refund ,1,0,1,0,0,0,0,0,1,0,0
Hey  I've been charged xa34024 on my credit card an order which never arrived last Friday any chance of a refund nightmare,1,0,1,1,0,0,0,0,1,0,0
Hey  why can I only see sent emails Where's the thousands gone ,1,0,1,1,0,0,0,1,0,0,0
Hey  why can I only see sent emails Where's the thousands gone  panic,0,0,1,1,0,0,0,0,1,0,0
Hey all you white people out there are you offended when people refer to you as a Cock Asian NoSeriously,1,0,1,0,0,0,0,0,0,0,0
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked All fixed now though I hope   annoyed,1,0,1,1,0,0,0,0,1,0,0
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked All fixed now though I hope  angry annoyed,1,0,1,0,0,0,0,0,0,0,0
