Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
I didn't find out about this till today due to my bff telling me I am so disgusted and offended by this,,,,,,,,,1,,
I don't care what shape the blues are in  We owe them a fucking hiding  Long overdue on that front,1,,,,,,,,,,
I don't care what shape the blues are in  We owe them a fucking hiding  Long overdue on that front,,,1,,,,,,,,
I don't even feel anger anymore can't explain it  Tulsa Charlotte Trayvon SandraBland Philando Ferguson BatonRouge MichaelBrown,1,,,,,,,,,,
I don't even feel anger anymore can't explain it  Tulsa Charlotte Trayvon SandraBland Philando Ferguson BatonRouge MichaelBrown,,,1,,,,,,,,
I don't ever know how to change the vibe once it's ruined Is that considered holding a grudge   _emoj_sweat_smile_ ,1,,,,,,,,,,
I don't ever know how to change the vibe once it's ruined Is that considered holding a grudge   _emoj_sweat_smile_ ,,1,,,,,,,,,
I don't fuck with people who don't smile back at me in corridors,1,,,,,,,,,,
I don't fuck with people who don't smile back at me in corridors,,,1,,,,,,,,
I don't get how people can leave their phone on don't disturb all daydoes your mom not threaten you when you don't respond within seconds,1,,,,,,,,,,
I don't get how people can leave their phone on don't disturb all daydoes your mom not threaten you when you don't respond within seconds,,,1,,,,,,,,
I don't get how people can leave their phone on don't disturb all daydoes your mom not threaten you when you don't respond within seconds,,,,,,,,,,1,
I don't get that my parents literally don't see how unhappy I been lately,,,,,,,,1,,,
I don't get that my parents literally don't see how unhappy I been lately,,,,,,,,,1,,
I don't know how people can binge watch horror films ALONE  _emoj_sweat_   _emoj_cold_sweat_ ,,,,1,,,,,,,
I don't know how people can binge watch horror films ALONE  _emoj_sweat_   _emoj_cold_sweat_ ,,,,,,,,1,,,
I Don't know what make Pakistan fear more their terrorist or their  TerrorStatePak,,,1,,,,,,,,
I Don't know what make Pakistan fear more their terrorist or their  TerrorStatePak,,,,1,,,,,,,
I Don't know what make Pakistan fear more their terrorist or their terrorism  TerrorStatePak,1,,,,,,,,,,
I Don't know what make Pakistan fear more their terrorist or their terrorism  TerrorStatePak,,,1,,,,,,,,
I Don't know what make Pakistan fear more their terrorist or their terrorism  TerrorStatePak,,,,1,,,,,,,
I don't know what WiFiISP Rivertide Suites in Seaside Oregon uses But 53ms ping best I can get and a DL test won't complete terrible,1,,,,,,,,,,
I don't know what WiFiISP Rivertide Suites in Seaside Oregon uses But 53ms ping best I can get and a DL test won't complete terrible,,,1,,,,,,,,
I don't know what WiFiISP Rivertide Suites in Seaside Oregon uses But 53ms ping best I can get and a DL test won't complete terrible,,,,1,,,,,,,
I don't know why everyone is pretending to be sad about angelina and brad everyone knows his dumb ass should've stayed with jennifer,1,,,,,,,,,,
I don't know why everyone is pretending to be sad about angelina and brad everyone knows his dumb ass should've stayed with jennifer,,,1,,,,,,,,
I don't know why everyone is pretending to be sad about angelina and brad everyone knows his dumb ass should've stayed with jennifer,,,,,,,,,1,,
I don't mean to offend anyone but literally blames everything on white people In some cases it's true but a lot of times it's not,1,,,,,,,,,,
I don't mean to offend anyone but literally blames everything on white people In some cases it's true but a lot of times it's not,,,1,,,,,,,,
I don't talk about politics because people nowadays get offended easily,1,,,,,,,,,,
I don't talk about politics because people nowadays get offended easily,,,1,,,,,,,,
I don't talk about politics because people nowadays get offended easily,,,,,,,,,,,1
I don't think I can go to work tomorrow since val has left GBBO I need a day to mourn,,,,,,,,,1,,
I don't think it's fully sunk in that Val is gone yet,1,,,,,,,,,,
I don't think it's fully sunk in that Val is gone yet,,,1,,,,,,,,
I don't think Luca understands how serious I am about Fallhe has no idea what's in store for him   _emoj_joy_   _emoj_joy_ ,,,,,1,,,,,,
I don't want speak front to him   nopanicattack,1,,,,,,,,,,
I don't want speak front to him   nopanicattack,,,1,,,,,,,,
I don't want speak front to him   nopanicattack,,,,1,,,,,,,
I don't want speak front to him afraid intimidate nopanicattack,,,,,,,,1,,,
I don't want the pity of my instructors but I'd like some understanding I'm truly trying despite ALL circumstances that make me discouraged,1,,,,,,,,,,
I don't want the pity of my instructors but I'd like some understanding I'm truly trying despite ALL circumstances that make me discouraged,,,,,,,,1,,,
I dread this drive every Wednesday   _emoj_weary_ ,,,1,,,,,,,,
I dread this drive every Wednesday   _emoj_weary_ ,,,,1,,,,,,,
I dread this drive every Wednesday   _emoj_weary_ ,,,,,,,,,1,,
I either look like a raging bitch or I'm obnoxiously laughing at something not that funny I don't think there's any middle ground,1,,,,,,,,,,
I either look like a raging bitch or I'm obnoxiously laughing at something not that funny I don't think there's any middle ground,,,1,,,,,,,,
I envy the relentless your cheerful smile aimed at the pouring rain your positive attitude is an art you have continually mastered,,,,,1,,,,,,
I fear that if United bottle this my heart would actually collapse from laughter,,,,1,,,,,,,
I fear that if United bottle this my heart would actually collapse from laughter,,,,,1,,,,,,
I fear that if United bottle this my heart would actually collapse from laughter,,,,,,,1,,,,
I fear that if United bottle this my heart would actually collapse from laughter,,,,,,,,,,,1
i feel furious,1,,,,,,,,,,
i feel furious,,,1,,,,,,,,
I feel ghastly and I'm really hoping it's just a postbirthday slump Back to full research mode tomorrow either way,,1,,,,,,,,,
I feel ghastly and I'm really hoping it's just a postbirthday slump Back to full research mode tomorrow either way,,,1,,,,,,,,
I feel ghastly and I'm really hoping it's just a postbirthday slump Back to full research mode tomorrow either way,,,,1,,,,,,,
I feel ghastly and I'm really hoping it's just a postbirthday slump Back to full research mode tomorrow either way,,,,,,,1,,,,
I feel ghastly and I'm really hoping it's just a postbirthday slump Back to full research mode tomorrow either way,,,,,,,,,1,,
I feel horrible I have accounting today but physically and mentally am not okay   _emoj_sleepy_ ,,,1,,,,,,,,
I feel horrible I have accounting today but physically and mentally am not okay   _emoj_sleepy_ ,,,,,,,,,1,,
I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around   _emoj_upside_down_face_,,,,,,,,,1,,
I feel like an appendix I don't have a purpose  depressed  alone lonely broken  cry hurt crying life,,,,,,,,1,,,
I feel like an appendix I don't have a purpose  depressed  alone lonely broken  cry hurt crying life,,,,,,,,,1,,
I feel like an appendix I don't have a purpose sad depressed depression alone lonely broken sadness cry hurt crying life,,,,,,,,1,,,
I feel like an appendix I don't have a purpose sad depressed depression alone lonely broken sadness cry hurt crying life,,,,,,,,,1,,
I feel like no one is out there on Twitter  for me can anyone see what I write sadness rants,,,,,,,,1,,,
I feel like no one is out there on Twitter  for me can anyone see what I write sadness rants,,,,,,,,,1,,
I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me,,,,,1,,,,,,
I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me,,,,,,,1,,,,
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music depression sad sadness,,,,,,,,1,,,
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music depression sad sadness,,,,,,,,,1,,
I feel so blessed to work with the family that I nanny for   _emoj_heart_  ufe0f nothing but love amp appreciation makes me smile,,,,,1,,,,,,
I feel so blessed to work with the family that I nanny for   _emoj_heart_  ufe0f nothing but love amp appreciation makes me smile,,,,,,1,,,,,
i fix a clever ritual to make you feel frolicsome,,,,,1,,,,,,
i fix a clever ritual to make you feel frolicsome,,,,,,,,,,1,
I forgot BB18 was on tonight   _emoj_flushed_  that is how much the real world has been distracting me horrid   _emoj_no_good_   _emoj_fitzpatrick_type_3  _emoj_see_no_evil_   _emoj_speak_no_evil_ ,1,,,,,,,,,,
I forgot BB18 was on tonight   _emoj_flushed_  that is how much the real world has been distracting me horrid   _emoj_no_good_   _emoj_fitzpatrick_type_3  _emoj_see_no_evil_   _emoj_speak_no_evil_ ,,,1,,,,,,,,
I forgot BB18 was on tonight  uf633 that is how much the real world has been distracting me horrid  uf645 uf3fc uf648 uf64a,,,,,,,,,1,,
I forgot my hair straightner home I'm feeling lost without it lost lostWithoutMyHairStraightener,1,,,,,,,,,,
I forgot my hair straightner home I'm feeling lost without it lost lostWithoutMyHairStraightener,,,1,,,,,,,,
I forgot my hair straightner home I'm feeling lost without it lost lostWithoutMyHairStraightener,,,,,,,,1,,,
I forgot my hair straightner home I'm feeling lost without it lost lostWithoutMyHairStraightener,,,,,,,,,1,,
I freaking hate working with word on my phone  write writing writerslife writerproblems writer,1,,,,,,,,,,
I freaking hate working with word on my phone  write writing writerslife writerproblems writer,,,1,,,,,,,,
I freaking hate working with word on my phone rage write writing writerslife writerproblems writer,1,,,,,,,,,,
I freaking hate working with word on my phone rage write writing writerslife writerproblems writer,,,1,,,,,,,,
I genuinely think I have anger issues,1,,,,,,,,,,
I genuinely think I have anger issues,,,1,,,,,,,,
I get discouraged because I try for fucking years a contact with Lady Gaga but are thousands of tweets how she would see my tweet ,,,,,,,,1,,,
I get discouraged because I try for fucking years a contact with Lady Gaga but are thousands of tweets how she would see my tweet ,,,,,,,,,1,,
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,1,,,,,,,,,,
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,,,1,,,,,,,,
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,,,,,,,,,1,,
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster road ,1,,,,,,,,,,
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster road ,,,1,,,,,,,,
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster road rage,1,,,,,,,,,,
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster road rage,,,1,,,,,,,,
I get so nervous even thinking about talking to  I wanna die,,,,1,,,,,,,
I get soooo nervous when an actually attractive guy tries to talk to me in person Like I turn him down just from habit   _emoj_sob_ ,,,,1,,,,,,,
I get soooo nervous when an actually attractive guy tries to talk to me in person Like I turn him down just from habit   _emoj_sob_ ,,,,,,,,,1,,
I got diagnosed with severeextreme depression and I didn't know there was a difference between those two lol,,,,,1,,,,,,
I got diagnosed with severeextreme depression and I didn't know there was a difference between those two lol,,,,,,,,,1,,
I got so much fan's on here Y'all and vixx keep me smiling   _emoj_heart_   _emoj_heart_   _emoj_heart_ ,,,,,1,,,,,,
I got so much fan's on here Y'all and vixx keep me smiling   _emoj_heart_   _emoj_heart_   _emoj_heart_ ,,,,,,1,,,,,
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,,,,1,,,,,,,
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,,,,,,,,,1,,
i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd,,,,1,,,,,,,
I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk I can still see her NyssaAlghul ,,,1,,,,,,,,
I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk I can still see her NyssaAlghul ,,,,1,,,,,,,
I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk I can still see her NyssaAlghul panic,,,,1,,,,,,,
I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk I can still see her NyssaAlghul panic,,,,,,,,1,,,
I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk I can still see her NyssaAlghul panic,,,,,,,,,1,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,1,,,,,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,,,1,,,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,,,,1,,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,,,,,1,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,,,,,,1,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed  lovemysleep,,,,,,,,,1,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed nightmare lovemysleep,,,1,,,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed nightmare lovemysleep,,,,1,,,,,,,
I had really strange and awful dreams last night I'd didn't even eat cheese before bed nightmare lovemysleep,,,,,,,,,1,,
I hate having ideas but being too afraid to share them   _emoj_pensive_ ,1,,,,,,,,,,
I HATE little girls   _emoj_rage_   _emoj_rage_  got a lot off growing up to do ,1,,,,,,,,,,
I HATE little girls   _emoj_rage_   _emoj_rage_  got a lot off growing up to do ,,,1,,,,,,,,
I HATE little girls   _emoj_rage_   _emoj_rage_  got a lot off growing up to do fuming,1,,,,,,,,,,
I HATE little girls   _emoj_rage_   _emoj_rage_  got a lot off growing up to do fuming,,,1,,,,,,,,
I hate not having the answers I need tomourssuck prayinsnotcancer ,1,,,,,,,,,,
I hate not having the answers I need tomourssuck prayinsnotcancer ,,,1,,,,,,,,
I hate not having the answers I need tomourssuck prayinsnotcancer ,,,,,,,,,1,,
I hate not having the answers I need tomourssuck prayinsnotcancer angry,1,,,,,,,,,,
I hate not having the answers I need tomourssuck prayinsnotcancer angry,,,1,,,,,,,,
I hate that a black lady is painting herself white on the internet for laughs and likes  BadForm DidntLaugh,1,,,,,,,,,,
I hate that a black lady is painting herself white on the internet for laughs and likes  BadForm DidntLaugh,,,1,,,,,,,,
I hate that a black lady is painting herself white on the internet for laughs and likes terrible BadForm DidntLaugh,1,,,,,,,,,,
I hate that a black lady is painting herself white on the internet for laughs and likes terrible BadForm DidntLaugh,,,1,,,,,,,,
I hate that a black lady is painting herself white on the internet for laughs and likes terrible BadForm DidntLaugh,,,,,,,,,1,,
I hate that if I don't start the conversation there won't be one,1,,,,,,,,,,
I hate that if I don't start the conversation there won't be one,,,1,,,,,,,,
I hate that if I don't start the conversation there won't be one,,,,,,,,1,,,
I hate when I try to be playful and get shut down lol Why so serious  _emoj_slightly_frowning_face_,1,,,,,,,,,,
I hate when I try to be playful and get shut down lol Why so serious  _emoj_slightly_frowning_face_,,,1,,,,,,,,
I hate when I try to be playful and get shut down lol Why so serious  _emoj_slightly_frowning_face_,,,,,,,,,1,,
I hate when it's gloomy outside because it always gets me in a depressing mood,,,1,,,,,,,,
I hate when it's gloomy outside because it always gets me in a depressing mood,,,,,,,,1,,,
I hate when it's gloomy outside because it always gets me in a depressing mood,,,,,,,,,1,,
I hate when people say 'I need to talk to you or we need to talk' My anxiety immediately goes up,1,,,,,,,,,,
I hate when people say 'I need to talk to you or we need to talk' My anxiety immediately goes up,,,1,,,,,,,,
I hate when people say 'I need to talk to you or we need to talk' My anxiety immediately goes up,,,,1,,,,,,,
I have a job interview with  in Loughborough next month ,,1,,,,,,,,,
I have a job interview with  in Loughborough next month nervous,,1,,,,,,,,,
I have another test tonight ,,1,,,,,,,,,
I have another test tonight nervous,,,,1,,,,,,,
I have another test tonight nervous,,,,,,,,1,,,
I have been seeing terrible terrible prescriptions this week What's going on,1,,,,,,,,,,
I have been seeing terrible terrible prescriptions this week What's going on,,,1,,,,,,,,
I have been seeing terrible terrible prescriptions this week What's going on,,,,1,,,,,,,
I have been seeing terrible terrible prescriptions this week What's going on,,,,,,,,1,,,
I have been seeing terrible terrible prescriptions this week What's going on,,,,,,,,,1,,
I have learned over the years that when one's mind is made up this diminishes fear   _emoj_en_dash_ Rosa Parks quotes motivation,,,,,,,1,,,,
I have learned over the years that when one's mind is made up this diminishes fear   _emoj_en_dash_ Rosa Parks quotes motivation,,,,,,,,,,,1
I have serious problems with the expectation that private philanthropy should replace functional government servicesthis is dangerous,,,,1,,,,,,,
i have so much hair it's a nightmare but it's also very soft so it guess it's a winlose situation,,,,,,,1,,,,
I have to finally tell my therapist about my sexuality  last frontier  not sure I can do it in the AM  SingleGirlProblems,,1,,,,,,,,,
I have to finally tell my therapist about my sexuality  last frontier  not sure I can do it in the AM  SingleGirlProblems,,,,1,,,,,,,
I have to finally tell my therapist about my sexuality  last frontier  not sure I can do it in the AM fear SingleGirlProblems,,1,,,,,,,,,
I have to finally tell my therapist about my sexuality  last frontier  not sure I can do it in the AM fear SingleGirlProblems,,,,1,,,,,,,
I have to finally tell my therapist about my sexuality  last frontier  not sure I can do it in the AM fear SingleGirlProblems,,,,,,,,,1,,
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,,,,,,,,1,,,
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,,,,,,,,,1,,
I highly suggest if you are looking online for a company to help you send you're package overseasDO NOT EVER EVER USE  ,1,,,,,,,,,,
I highly suggest if you are looking online for a company to help you send you're package overseasDO NOT EVER EVER USE  ,,,1,,,,,,,,
I highly suggest if you are looking online for a company to help you send you're package overseasDO NOT EVER EVER USE  horrid,1,,,,,,,,,,
I highly suggest if you are looking online for a company to help you send you're package overseasDO NOT EVER EVER USE  horrid,,,1,,,,,,,,
I highly suggest if you are looking online for a company to help you send you're package overseasDO NOT EVER EVER USE  horrid,,,,1,,,,,,,
I honestly feel nothing towards either of my parents and it's pretty depressing,,,,,,,,1,,,
I honestly feel nothing towards either of my parents and it's pretty depressing,,,,,,,,,1,,
I hope a goal comes soon on either side Otherwise there is a serious threat of a dull and frustrating game COYS,1,,,,,,,,,,
I hope a goal comes soon on either side Otherwise there is a serious threat of a dull and frustrating game COYS,,,1,,,,,,,,
I hope a goal comes soon on either side Otherwise there is a serious threat of a dull and frustrating game COYS,,,,,,,,1,,,
I hope a goal comes soon on either side Otherwise there is a serious threat of a dull and frustrating game COYS,,,,,,,,,1,,
i hope this comes back to haunt you then maybe you would know just how it felt to be like me at my lowest,1,,,,,,,,,,
i hope this comes back to haunt you then maybe you would know just how it felt to be like me at my lowest,,,,1,,,,,,,
I just deleted my save file trying to load it up Now I have to start All Over Again I am going to freaking kill someone Pray for me,1,,,,,,,,,,
I just deleted my save file trying to load it up Now I have to start All Over Again I am going to freaking kill someone Pray for me,,,1,,,,,,,,
I just deleted my save file trying to load it up Now I have to start All Over Again I am going to freaking kill someone Pray for me,,,,,,,,,1,,
I just don't understand why everyone is so angry we all just want to live and thrive don't we,1,,,,,,,,,,
I just don't understand why everyone is so angry we all just want to live and thrive don't we,,,1,,,,,,,,
I just got asked to hoco over instagram dm bc someone lost a bet Love the maturity of the people in my grade,,,,,,1,,,,,
I just got asked to hoco over instagram dm bc someone lost a bet Love the maturity of the people in my grade,,,,,,,1,,,,
I just heard the most incredibly transcendent song ever amp now I feel high amp fucked up yet joyful amp I will never be the same,,,,,1,,,,,,
I just heard the most incredibly transcendent song ever amp now I feel high amp fucked up yet joyful amp I will never be the same,,,,,,1,,,,,
I just heard the most incredibly transcendent song ever amp now I feel high amp fucked up yet joyful amp I will never be the same,,,,,,,1,,,,
I just love it when people make plans for me without actually including me in this process ,1,,,,,,,,,,
I just love it when people make plans for me without actually including me in this process ,,,1,,,,,,,,
I just love it when people make plans for me without actually including me in this process ,,,,,,,,,1,,
I just love it when people make plans for me without actually including me in this process rage,1,,,,,,,,,,
I just really enjoy bright colors like the colors you would see downtown Miami,,1,,,,,,,,,
I just really enjoy bright colors like the colors you would see downtown Miami,,,,,1,,,,,,
I just really enjoy bright colors like the colors you would see downtown Miami,,,,,,1,,,,,
I just really enjoy bright colors like the colors you would see downtown Miami,,,,,,,1,,,,
i just spent on big little sis tomorrow and i am beyond happy about it SAW  mums,,,,,1,,,,,,
i just spent on big little sis tomorrow and i am beyond happy about it SAW  mums,,,,,,,1,,,,
i just spent on big little sis tomorrow and i am beyond happy about it SAW mirth mums,,,,,1,,,,,,
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,1,,,,,,,,,,
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,,,1,,,,,,,,
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,,,,,,,,,1,,
I just want to let everyone out there know you are wonderful people beyourself   latenight compliment behappy,,,,,1,,,,,,
I just want to let everyone out there know you are wonderful people beyourself   latenight compliment behappy,,,,,,1,,,,,
I just want to let everyone out there know you are wonderful people beyourself   latenight compliment behappy,,,,,,,1,,,,
I just want to let everyone out there know you are wonderful people beyourself happy cheerful latenight compliment behappy,,,,,1,,,,,,
I just want to let everyone out there know you are wonderful people beyourself happy cheerful latenight compliment behappy,,,,,,,1,,,,
I just want to say social media isn't here to bully that has to be stopbullying  Please be kind to eaxh other lovewins,1,,,,,,,,,,
I just want to say social media isn't here to bully that has to be stopbullying  Please be kind to eaxh other lovewins,,,,,,1,,,,,
I keep feeling the heaviness on my left hand and look down and I am in awe every single time   _emoj_heart_eyes_   _emoj_ring_  notusedtoit imafiancxe9e wut,,,,,1,,,,,,
I keep feeling the heaviness on my left hand and look down and I am in awe every single time   _emoj_heart_eyes_   _emoj_ring_  notusedtoit imafiancxe9e wut,,,,,,,,,1,,
I know few will mourn the loss of Stitch's Great Escape butsee THIS is the kind of costcutting at parks I really don't care for,,1,,,,,,,,,
I know few will mourn the loss of Stitch's Great Escape butsee THIS is the kind of costcutting at parks I really don't care for,,,1,,,,,,,,
I know I've painted quite a grim picture of your chances But if you simply stand here we will both surely die,1,,,,,,,,,,
I know I've painted quite a grim picture of your chances But if you simply stand here we will both surely die,,,,1,,,,,,,
I know I've painted quite a grim picture of your chances But if you simply stand here we will both surely die,,,,,,,,1,,,
I know it's the final day of summer when it's the finale of  sadness,,,,,,,,1,,,
I know it's the final day of summer when it's the finale of  sadness,,,,,,,,,1,,
I know this is going to be one of those nights where it takes an Act of God to fall asleep ,,,,1,,,,,,,
I know this is going to be one of those nights where it takes an Act of God to fall asleep ,,,,,,,,1,,,
I know this is going to be one of those nights where it takes an Act of God to fall asleep  restless,,,,,,,,1,,,
I know this is going to be one of those nights where it takes an Act of God to fall asleep  restless,,,,,,,,,1,,
I like cycling because I get to intimidate people with my powerful calves amp horrendous tan lines,,,,,1,,,,,,
I like talking to someone who makes me laugh laughter is the best medicine,,,,,1,,,,,,
I like talking to someone who makes me laugh laughter is the best medicine,,,,,,,1,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back ,,,,,1,,,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back ,,,,,,1,,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back ,,,,,,,1,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back bully,,1,,,,,,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back bully,,,,,1,,,,,,
I like the commercial where  on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back bully,,,,,,,,,,1,
i live and die for mchanzo honeymoon crashing and burning the second they move in together,,,,,1,,,,,,
i live and die for mchanzo honeymoon crashing and burning the second they move in together,,,,,,,,,1,,
I look horrible today and I just saw people ik in the past min ,1,,,,,,,,,,
I look horrible today and I just saw people ik in the past min ,,,1,,,,,,,,
I lost a couple niggas I want revenge so put me in coach,1,,,,,,,,,,
I lost a couple niggas I want revenge so put me in coach,,,1,,,,,,,,
I lost a couple niggas I want revenge so put me in coach,,,,,,,,,1,,
I love having such a big family There's never a dull moment in my house   _emoj_joy_ ,,,,,1,,,,,,
I love having such a big family There's never a dull moment in my house   _emoj_joy_ ,,,,,,1,,,,,
I love having such a big family There's never a dull moment in my house   _emoj_joy_ ,,,,,,,1,,,,
I love how cheery and adoring  gets every time he produces new content,,,,,1,,,,,,
I love how cheery and adoring  gets every time he produces new content,,,,,,1,,,,,
I love how cheery and adoring  gets every time he produces new content,,,,,,,1,,,,
I love looking at my old statuses on Facebook The one I have from four years ago on this day was about glee I had so many opinions,,,,,1,,,,,,
I love looking at my old statuses on Facebook The one I have from four years ago on this day was about glee I had so many opinions,,,,,,1,,,,,
I love Mary's undying optimism You could present her with dog shite and she'd find something good to say GBBO,,,,,,1,,,,,
I love Mary's undying optimism You could present her with dog shite and she'd find something good to say GBBO,,,,,,,1,,,,
I love Mary's undying optimism You could present her with dog shite and she'd find something good to say GBBO,,,,,,,,,,,1
I love my black people I really really do But  my people really do irritate the living hell outta me all cause I'm different   _emoj_expressionless_ ,1,,,,,,,,,,
I love my black people I really really do But  my people really do irritate the living hell outta me all cause I'm different   _emoj_expressionless_ ,,,1,,,,,,,,
I love my black people I really really do But  my people really do irritate the living hell outta me all cause I'm different   _emoj_expressionless_ ,,,,,,1,,,,,
I love my family so much lucky grateful smartassfamily  love,,,,,1,,,,,,
I love my family so much lucky grateful smartassfamily  love,,,,,,1,,,,,
I love my family so much lucky grateful smartassfamily  love,,,,,,,1,,,,
I love my family so much lucky grateful smartassfamily hilarious love,,,,,1,,,,,,
I love my family so much lucky grateful smartassfamily hilarious love,,,,,,1,,,,,
I love my family so much lucky grateful smartassfamily hilarious love,,,,,,,1,,,,
I love my mother but talking about the recent horrific murders with her is exhausting Is this really how America feels,,,1,,,,,,,,
I love my mother but talking about the recent horrific murders with her is exhausting Is this really how America feels,,,,1,,,,,,,
I love my mother but talking about the recent horrific murders with her is exhausting Is this really how America feels,,,,,1,,,,,,
I love my mother but talking about the recent horrific murders with her is exhausting Is this really how America feels,,,,,,1,,,,,
I love seeing happy women that glow is something real,,,,,1,,,,,,
I love seeing happy women that glow is something real,,,,,,1,,,,,
I love seeing happy women that glow is something real,,,,,,,1,,,,
i love the word fret so much and im in heaven,,,,,1,,,,,,
i love the word fret so much and im in heaven,,,,,,1,,,,,
i love the word fret so much and im in heaven,,,,,,,1,,,,
i love those memories that randomly pop into my head  have me smiling like an idiot for ages   _emoj_face_with_tears_of_joy_,,,,,1,,,,,,
I love to laugh and share laughter as way to share joy,,,,,1,,,,,,
I love to laugh and share laughter as way to share joy,,,,,,1,,,,,
I love to laugh and share laughter as way to share joy,,,,,,,1,,,,
I love when  angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,,,,,1,,,,,,
I love when  angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,,,,,,1,,,,,
I love when  angry tweets bc it makes me laugh but also hate it bc it makes me miss her more,,,,,,,,,1,,
I love when girls are busy in teaching how to pout while taking selfie in a mall  their desication is immense women love perfection,,,,,1,,,,,,
I love when girls are busy in teaching how to pout while taking selfie in a mall  their desication is immense women love perfection,,,,,,1,,,,,
I love when my dog is playful but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out,,,,,1,,,,,,
I love when my dog is playful but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out,,,,,,1,,,,,
I love when people say they aren't racist right before they say some racist shit Not how that works ,1,,,,,,,,,,
I love when people say they aren't racist right before they say some racist shit Not how that works ,,,1,,,,,,,,
I love when people say they aren't racist right before they say some racist shit Not how that works fuming,1,,,,,,,,,,
I love when people say they aren't racist right before they say some racist shit Not how that works fuming,,,1,,,,,,,,
i made a squirrel friend today i gave him the core of the plum i was eating he seemed very happy,,,,,1,,,,,,
i made a squirrel friend today i gave him the core of the plum i was eating he seemed very happy,,,,,,1,,,,,
i made a squirrel friend today i gave him the core of the plum i was eating he seemed very happy,,,,,,,1,,,,
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ___,,1,,,,,,,,,
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ___,,,,1,,,,,,,
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ___,,,,,,1,,,,,
I mean I'm not done watching the pilot but it's nice to see a group of actors perform without story lines dripping relentless nihilism,1,,,,,,,,,,
I mean I'm not done watching the pilot but it's nice to see a group of actors perform without story lines dripping relentless nihilism,,,1,,,,,,,,
I mean I'm not done watching the pilot but it's nice to see a group of actors perform without story lines dripping relentless nihilism,,,,,1,,,,,,
I mean I'm not done watching the pilot but it's nice to see a group of actors perform without story lines dripping relentless nihilism,,,,,,,1,,,,
I mean is she supposed to seem joyous when she's talking Rodrigo Duterte ISIS the American economy etc Think about what you're saying,1,,,,,,,,,,
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,1,,,,,,,,,,
